,geometry
136,"POLYGON ((928433.4348778214 7496684.861747535, 928433.4348778214 7501684.861747535, 923433.4348778214 7501684.861747535, 923433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535))"
137,"POLYGON ((928433.4348778214 7501684.861747535, 928433.4348778214 7506684.861747535, 923433.4348778214 7506684.861747535, 923433.4348778214 7501684.861747535, 928433.4348778214 7501684.861747535))"
138,"POLYGON ((928433.4348778214 7506684.861747535, 928433.4348778214 7511684.861747535, 923433.4348778214 7511684.861747535, 923433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535))"
139,"POLYGON ((928433.4348778214 7511684.861747535, 928433.4348778214 7516684.861747535, 923433.4348778214 7516684.861747535, 923433.4348778214 7511684.861747535, 928433.4348778214 7511684.861747535))"
140,"POLYGON ((928433.4348778214 7516684.861747535, 928433.4348778214 7521684.861747535, 923433.4348778214 7521684.861747535, 923433.4348778214 7516684.861747535, 928433.4348778214 7516684.861747535))"
141,"POLYGON ((928433.4348778214 7521684.861747535, 928433.4348778214 7526684.861747535, 923433.4348778214 7526684.861747535, 923433.4348778214 7521684.861747535, 928433.4348778214 7521684.861747535))"
142,"POLYGON ((928433.4348778214 7526684.861747535, 928433.4348778214 7531684.861747535, 923433.4348778214 7531684.861747535, 923433.4348778214 7526684.861747535, 928433.4348778214 7526684.861747535))"
143,"POLYGON ((928433.4348778214 7556684.861747535, 928433.4348778214 7561684.861747535, 923433.4348778214 7561684.861747535, 923433.4348778214 7556684.861747535, 928433.4348778214 7556684.861747535))"
144,"POLYGON ((928433.4348778214 7561684.861747535, 928433.4348778214 7566684.861747535, 923433.4348778214 7566684.861747535, 923433.4348778214 7561684.861747535, 928433.4348778214 7561684.861747535))"
145,"POLYGON ((928433.4348778214 7566684.861747535, 928433.4348778214 7571684.861747535, 923433.4348778214 7571684.861747535, 923433.4348778214 7566684.861747535, 928433.4348778214 7566684.861747535))"
146,"POLYGON ((928433.4348778214 7571684.861747535, 928433.4348778214 7576684.861747535, 923433.4348778214 7576684.861747535, 923433.4348778214 7571684.861747535, 928433.4348778214 7571684.861747535))"
147,"POLYGON ((928433.4348778214 7576684.861747535, 928433.4348778214 7581684.861747535, 923433.4348778214 7581684.861747535, 923433.4348778214 7576684.861747535, 928433.4348778214 7576684.861747535))"
148,"POLYGON ((928433.4348778214 7581684.861747535, 928433.4348778214 7586684.861747535, 923433.4348778214 7586684.861747535, 923433.4348778214 7581684.861747535, 928433.4348778214 7581684.861747535))"
149,"POLYGON ((928433.4348778214 7586684.861747535, 928433.4348778214 7591684.861747535, 923433.4348778214 7591684.861747535, 923433.4348778214 7586684.861747535, 928433.4348778214 7586684.861747535))"
150,"POLYGON ((928433.4348778214 7591684.861747535, 928433.4348778214 7596684.861747535, 923433.4348778214 7596684.861747535, 923433.4348778214 7591684.861747535, 928433.4348778214 7591684.861747535))"
151,"POLYGON ((928433.4348778214 7596684.861747535, 928433.4348778214 7601684.861747535, 923433.4348778214 7601684.861747535, 923433.4348778214 7596684.861747535, 928433.4348778214 7596684.861747535))"
152,"POLYGON ((928433.4348778214 7601684.861747535, 928433.4348778214 7606684.861747535, 923433.4348778214 7606684.861747535, 923433.4348778214 7601684.861747535, 928433.4348778214 7601684.861747535))"
153,"POLYGON ((928433.4348778214 7606684.861747535, 928433.4348778214 7611684.861747535, 923433.4348778214 7611684.861747535, 923433.4348778214 7606684.861747535, 928433.4348778214 7606684.861747535))"
154,"POLYGON ((928433.4348778214 7611684.861747535, 928433.4348778214 7616684.861747535, 923433.4348778214 7616684.861747535, 923433.4348778214 7611684.861747535, 928433.4348778214 7611684.861747535))"
155,"POLYGON ((928433.4348778214 7616684.861747535, 928433.4348778214 7621684.861747535, 923433.4348778214 7621684.861747535, 923433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535))"
156,"POLYGON ((928433.4348778214 7621684.861747535, 928433.4348778214 7626684.861747535, 923433.4348778214 7626684.861747535, 923433.4348778214 7621684.861747535, 928433.4348778214 7621684.861747535))"
157,"POLYGON ((928433.4348778214 7626684.861747535, 928433.4348778214 7631684.861747535, 923433.4348778214 7631684.861747535, 923433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535))"
158,"POLYGON ((928433.4348778214 7631684.861747535, 928433.4348778214 7636684.861747535, 923433.4348778214 7636684.861747535, 923433.4348778214 7631684.861747535, 928433.4348778214 7631684.861747535))"
159,"POLYGON ((928433.4348778214 7636684.861747535, 928433.4348778214 7641684.861747535, 923433.4348778214 7641684.861747535, 923433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535))"
160,"POLYGON ((928433.4348778214 7641684.861747535, 928433.4348778214 7646684.861747535, 923433.4348778214 7646684.861747535, 923433.4348778214 7641684.861747535, 928433.4348778214 7641684.861747535))"
161,"POLYGON ((928433.4348778214 7646684.861747535, 928433.4348778214 7651684.861747535, 923433.4348778214 7651684.861747535, 923433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535))"
162,"POLYGON ((928433.4348778214 7651684.861747535, 928433.4348778214 7656684.861747535, 923433.4348778214 7656684.861747535, 923433.4348778214 7651684.861747535, 928433.4348778214 7651684.861747535))"
163,"POLYGON ((928433.4348778214 7656684.861747535, 928433.4348778214 7661684.861747535, 923433.4348778214 7661684.861747535, 923433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535))"
164,"POLYGON ((928433.4348778214 7661684.861747535, 928433.4348778214 7666684.861747535, 923433.4348778214 7666684.861747535, 923433.4348778214 7661684.861747535, 928433.4348778214 7661684.861747535))"
165,"POLYGON ((928433.4348778214 7666684.861747535, 928433.4348778214 7671684.861747535, 923433.4348778214 7671684.861747535, 923433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535))"
166,"POLYGON ((928433.4348778214 7701684.861747535, 928433.4348778214 7706684.861747535, 923433.4348778214 7706684.861747535, 923433.4348778214 7701684.861747535, 928433.4348778214 7701684.861747535))"
167,"POLYGON ((928433.4348778214 7706684.861747535, 928433.4348778214 7711684.861747535, 923433.4348778214 7711684.861747535, 923433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535))"
168,"POLYGON ((928433.4348778214 7711684.861747535, 928433.4348778214 7716684.861747535, 923433.4348778214 7716684.861747535, 923433.4348778214 7711684.861747535, 928433.4348778214 7711684.861747535))"
169,"POLYGON ((928433.4348778214 7716684.861747535, 928433.4348778214 7721684.861747535, 923433.4348778214 7721684.861747535, 923433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535))"
170,"POLYGON ((928433.4348778214 7721684.861747535, 928433.4348778214 7726684.861747535, 923433.4348778214 7726684.861747535, 923433.4348778214 7721684.861747535, 928433.4348778214 7721684.861747535))"
171,"POLYGON ((928433.4348778214 7726684.861747535, 928433.4348778214 7731684.861747535, 923433.4348778214 7731684.861747535, 923433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535))"
172,"POLYGON ((928433.4348778214 7731684.861747535, 928433.4348778214 7736684.861747535, 923433.4348778214 7736684.861747535, 923433.4348778214 7731684.861747535, 928433.4348778214 7731684.861747535))"
173,"POLYGON ((928433.4348778214 7736684.861747535, 928433.4348778214 7741684.861747535, 923433.4348778214 7741684.861747535, 923433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535))"
174,"POLYGON ((933433.4348778214 7446684.861747535, 933433.4348778214 7451684.861747535, 928433.4348778214 7451684.861747535, 928433.4348778214 7446684.861747535, 933433.4348778214 7446684.861747535))"
175,"POLYGON ((933433.4348778214 7461684.861747535, 933433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535, 928433.4348778214 7461684.861747535, 933433.4348778214 7461684.861747535))"
176,"POLYGON ((933433.4348778214 7466684.861747535, 933433.4348778214 7471684.861747535, 928433.4348778214 7471684.861747535, 928433.4348778214 7466684.861747535, 933433.4348778214 7466684.861747535))"
177,"POLYGON ((933433.4348778214 7471684.861747535, 933433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535, 928433.4348778214 7471684.861747535, 933433.4348778214 7471684.861747535))"
178,"POLYGON ((933433.4348778214 7481684.861747535, 933433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535, 928433.4348778214 7481684.861747535, 933433.4348778214 7481684.861747535))"
179,"POLYGON ((933433.4348778214 7486684.861747535, 933433.4348778214 7491684.861747535, 928433.4348778214 7491684.861747535, 928433.4348778214 7486684.861747535, 933433.4348778214 7486684.861747535))"
180,"POLYGON ((933433.4348778214 7491684.861747535, 933433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535, 928433.4348778214 7491684.861747535, 933433.4348778214 7491684.861747535))"
181,"POLYGON ((933433.4348778214 7496684.861747535, 933433.4348778214 7501684.861747535, 928433.4348778214 7501684.861747535, 928433.4348778214 7496684.861747535, 933433.4348778214 7496684.861747535))"
182,"POLYGON ((933433.4348778214 7501684.861747535, 933433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535, 928433.4348778214 7501684.861747535, 933433.4348778214 7501684.861747535))"
183,"POLYGON ((933433.4348778214 7506684.861747535, 933433.4348778214 7511684.861747535, 928433.4348778214 7511684.861747535, 928433.4348778214 7506684.861747535, 933433.4348778214 7506684.861747535))"
184,"POLYGON ((933433.4348778214 7511684.861747535, 933433.4348778214 7516684.861747535, 928433.4348778214 7516684.861747535, 928433.4348778214 7511684.861747535, 933433.4348778214 7511684.861747535))"
185,"POLYGON ((933433.4348778214 7516684.861747535, 933433.4348778214 7521684.861747535, 928433.4348778214 7521684.861747535, 928433.4348778214 7516684.861747535, 933433.4348778214 7516684.861747535))"
186,"POLYGON ((933433.4348778214 7521684.861747535, 933433.4348778214 7526684.861747535, 928433.4348778214 7526684.861747535, 928433.4348778214 7521684.861747535, 933433.4348778214 7521684.861747535))"
187,"POLYGON ((933433.4348778214 7526684.861747535, 933433.4348778214 7531684.861747535, 928433.4348778214 7531684.861747535, 928433.4348778214 7526684.861747535, 933433.4348778214 7526684.861747535))"
188,"POLYGON ((933433.4348778214 7531684.861747535, 933433.4348778214 7536684.861747535, 928433.4348778214 7536684.861747535, 928433.4348778214 7531684.861747535, 933433.4348778214 7531684.861747535))"
189,"POLYGON ((933433.4348778214 7551684.861747535, 933433.4348778214 7556684.861747535, 928433.4348778214 7556684.861747535, 928433.4348778214 7551684.861747535, 933433.4348778214 7551684.861747535))"
190,"POLYGON ((933433.4348778214 7556684.861747535, 933433.4348778214 7561684.861747535, 928433.4348778214 7561684.861747535, 928433.4348778214 7556684.861747535, 933433.4348778214 7556684.861747535))"
191,"POLYGON ((933433.4348778214 7561684.861747535, 933433.4348778214 7566684.861747535, 928433.4348778214 7566684.861747535, 928433.4348778214 7561684.861747535, 933433.4348778214 7561684.861747535))"
192,"POLYGON ((933433.4348778214 7566684.861747535, 933433.4348778214 7571684.861747535, 928433.4348778214 7571684.861747535, 928433.4348778214 7566684.861747535, 933433.4348778214 7566684.861747535))"
193,"POLYGON ((933433.4348778214 7571684.861747535, 933433.4348778214 7576684.861747535, 928433.4348778214 7576684.861747535, 928433.4348778214 7571684.861747535, 933433.4348778214 7571684.861747535))"
194,"POLYGON ((933433.4348778214 7576684.861747535, 933433.4348778214 7581684.861747535, 928433.4348778214 7581684.861747535, 928433.4348778214 7576684.861747535, 933433.4348778214 7576684.861747535))"
195,"POLYGON ((933433.4348778214 7581684.861747535, 933433.4348778214 7586684.861747535, 928433.4348778214 7586684.861747535, 928433.4348778214 7581684.861747535, 933433.4348778214 7581684.861747535))"
196,"POLYGON ((933433.4348778214 7586684.861747535, 933433.4348778214 7591684.861747535, 928433.4348778214 7591684.861747535, 928433.4348778214 7586684.861747535, 933433.4348778214 7586684.861747535))"
197,"POLYGON ((933433.4348778214 7591684.861747535, 933433.4348778214 7596684.861747535, 928433.4348778214 7596684.861747535, 928433.4348778214 7591684.861747535, 933433.4348778214 7591684.861747535))"
198,"POLYGON ((933433.4348778214 7596684.861747535, 933433.4348778214 7601684.861747535, 928433.4348778214 7601684.861747535, 928433.4348778214 7596684.861747535, 933433.4348778214 7596684.861747535))"
199,"POLYGON ((933433.4348778214 7601684.861747535, 933433.4348778214 7606684.861747535, 928433.4348778214 7606684.861747535, 928433.4348778214 7601684.861747535, 933433.4348778214 7601684.861747535))"
200,"POLYGON ((933433.4348778214 7606684.861747535, 933433.4348778214 7611684.861747535, 928433.4348778214 7611684.861747535, 928433.4348778214 7606684.861747535, 933433.4348778214 7606684.861747535))"
201,"POLYGON ((933433.4348778214 7611684.861747535, 933433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535, 928433.4348778214 7611684.861747535, 933433.4348778214 7611684.861747535))"
202,"POLYGON ((933433.4348778214 7616684.861747535, 933433.4348778214 7621684.861747535, 928433.4348778214 7621684.861747535, 928433.4348778214 7616684.861747535, 933433.4348778214 7616684.861747535))"
203,"POLYGON ((933433.4348778214 7621684.861747535, 933433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535, 928433.4348778214 7621684.861747535, 933433.4348778214 7621684.861747535))"
204,"POLYGON ((933433.4348778214 7626684.861747535, 933433.4348778214 7631684.861747535, 928433.4348778214 7631684.861747535, 928433.4348778214 7626684.861747535, 933433.4348778214 7626684.861747535))"
205,"POLYGON ((933433.4348778214 7631684.861747535, 933433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535, 928433.4348778214 7631684.861747535, 933433.4348778214 7631684.861747535))"
206,"POLYGON ((933433.4348778214 7636684.861747535, 933433.4348778214 7641684.861747535, 928433.4348778214 7641684.861747535, 928433.4348778214 7636684.861747535, 933433.4348778214 7636684.861747535))"
207,"POLYGON ((933433.4348778214 7641684.861747535, 933433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535, 928433.4348778214 7641684.861747535, 933433.4348778214 7641684.861747535))"
208,"POLYGON ((933433.4348778214 7646684.861747535, 933433.4348778214 7651684.861747535, 928433.4348778214 7651684.861747535, 928433.4348778214 7646684.861747535, 933433.4348778214 7646684.861747535))"
209,"POLYGON ((933433.4348778214 7651684.861747535, 933433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535, 928433.4348778214 7651684.861747535, 933433.4348778214 7651684.861747535))"
210,"POLYGON ((933433.4348778214 7656684.861747535, 933433.4348778214 7661684.861747535, 928433.4348778214 7661684.861747535, 928433.4348778214 7656684.861747535, 933433.4348778214 7656684.861747535))"
211,"POLYGON ((933433.4348778214 7661684.861747535, 933433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535, 928433.4348778214 7661684.861747535, 933433.4348778214 7661684.861747535))"
212,"POLYGON ((933433.4348778214 7666684.861747535, 933433.4348778214 7671684.861747535, 928433.4348778214 7671684.861747535, 928433.4348778214 7666684.861747535, 933433.4348778214 7666684.861747535))"
213,"POLYGON ((933433.4348778214 7696684.861747535, 933433.4348778214 7701684.861747535, 928433.4348778214 7701684.861747535, 928433.4348778214 7696684.861747535, 933433.4348778214 7696684.861747535))"
214,"POLYGON ((933433.4348778214 7701684.861747535, 933433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535, 928433.4348778214 7701684.861747535, 933433.4348778214 7701684.861747535))"
215,"POLYGON ((933433.4348778214 7706684.861747535, 933433.4348778214 7711684.861747535, 928433.4348778214 7711684.861747535, 928433.4348778214 7706684.861747535, 933433.4348778214 7706684.861747535))"
216,"POLYGON ((933433.4348778214 7711684.861747535, 933433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535, 928433.4348778214 7711684.861747535, 933433.4348778214 7711684.861747535))"
217,"POLYGON ((933433.4348778214 7716684.861747535, 933433.4348778214 7721684.861747535, 928433.4348778214 7721684.861747535, 928433.4348778214 7716684.861747535, 933433.4348778214 7716684.861747535))"
218,"POLYGON ((933433.4348778214 7721684.861747535, 933433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535, 928433.4348778214 7721684.861747535, 933433.4348778214 7721684.861747535))"
219,"POLYGON ((933433.4348778214 7726684.861747535, 933433.4348778214 7731684.861747535, 928433.4348778214 7731684.861747535, 928433.4348778214 7726684.861747535, 933433.4348778214 7726684.861747535))"
220,"POLYGON ((933433.4348778214 7731684.861747535, 933433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535, 928433.4348778214 7731684.861747535, 933433.4348778214 7731684.861747535))"
221,"POLYGON ((933433.4348778214 7736684.861747535, 933433.4348778214 7741684.861747535, 928433.4348778214 7741684.861747535, 928433.4348778214 7736684.861747535, 933433.4348778214 7736684.861747535))"
222,"POLYGON ((933433.4348778214 7741684.861747535, 933433.4348778214 7746684.861747535, 928433.4348778214 7746684.861747535, 928433.4348778214 7741684.861747535, 933433.4348778214 7741684.861747535))"
223,"POLYGON ((933433.4348778214 7746684.861747535, 933433.4348778214 7751684.861747535, 928433.4348778214 7751684.861747535, 928433.4348778214 7746684.861747535, 933433.4348778214 7746684.861747535))"
