,geometry,index_right,Unnamed: 0,stationId,x,y,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
753,"POLYGON ((1088433.434877821 7636684.861747535, 1088433.434877821 7646684.861747535, 1078433.434877821 7646684.861747535, 1078433.434877821 7636684.861747535, 1088433.434877821 7636684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
754,"POLYGON ((1088433.434877821 7646684.861747535, 1088433.434877821 7656684.861747535, 1078433.434877821 7656684.861747535, 1078433.434877821 7646684.861747535, 1088433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
755,"POLYGON ((1088433.434877821 7656684.861747535, 1088433.434877821 7666684.861747535, 1078433.434877821 7666684.861747535, 1078433.434877821 7656684.861747535, 1088433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
756,"POLYGON ((1088433.434877821 7666684.861747535, 1088433.434877821 7676684.861747535, 1078433.434877821 7676684.861747535, 1078433.434877821 7666684.861747535, 1088433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
803,"POLYGON ((1098433.434877821 7646684.861747535, 1098433.434877821 7656684.861747535, 1088433.434877821 7656684.861747535, 1088433.434877821 7646684.861747535, 1098433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
804,"POLYGON ((1098433.434877821 7656684.861747535, 1098433.434877821 7666684.861747535, 1088433.434877821 7666684.861747535, 1088433.434877821 7656684.861747535, 1098433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
805,"POLYGON ((1098433.434877821 7666684.861747535, 1098433.434877821 7676684.861747535, 1088433.434877821 7676684.861747535, 1088433.434877821 7666684.861747535, 1098433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
806,"POLYGON ((1098433.434877821 7676684.861747535, 1098433.434877821 7686684.861747535, 1088433.434877821 7686684.861747535, 1088433.434877821 7676684.861747535, 1098433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
807,"POLYGON ((1098433.434877821 7686684.861747535, 1098433.434877821 7696684.861747535, 1088433.434877821 7696684.861747535, 1088433.434877821 7686684.861747535, 1098433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
852,"POLYGON ((1108433.434877821 7646684.861747535, 1108433.434877821 7656684.861747535, 1098433.434877821 7656684.861747535, 1098433.434877821 7646684.861747535, 1108433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
853,"POLYGON ((1108433.434877821 7656684.861747535, 1108433.434877821 7666684.861747535, 1098433.434877821 7666684.861747535, 1098433.434877821 7656684.861747535, 1108433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
854,"POLYGON ((1108433.434877821 7666684.861747535, 1108433.434877821 7676684.861747535, 1098433.434877821 7676684.861747535, 1098433.434877821 7666684.861747535, 1108433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
855,"POLYGON ((1108433.434877821 7676684.861747535, 1108433.434877821 7686684.861747535, 1098433.434877821 7686684.861747535, 1098433.434877821 7676684.861747535, 1108433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
856,"POLYGON ((1108433.434877821 7686684.861747535, 1108433.434877821 7696684.861747535, 1098433.434877821 7696684.861747535, 1098433.434877821 7686684.861747535, 1108433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
857,"POLYGON ((1108433.434877821 7696684.861747535, 1108433.434877821 7706684.861747535, 1098433.434877821 7706684.861747535, 1098433.434877821 7696684.861747535, 1108433.434877821 7696684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
858,"POLYGON ((1108433.434877821 7706684.861747535, 1108433.434877821 7716684.861747535, 1098433.434877821 7716684.861747535, 1098433.434877821 7706684.861747535, 1108433.434877821 7706684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
903,"POLYGON ((1118433.434877821 7646684.861747535, 1118433.434877821 7656684.861747535, 1108433.434877821 7656684.861747535, 1108433.434877821 7646684.861747535, 1118433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
904,"POLYGON ((1118433.434877821 7656684.861747535, 1118433.434877821 7666684.861747535, 1108433.434877821 7666684.861747535, 1108433.434877821 7656684.861747535, 1118433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
905,"POLYGON ((1118433.434877821 7666684.861747535, 1118433.434877821 7676684.861747535, 1108433.434877821 7676684.861747535, 1108433.434877821 7666684.861747535, 1118433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
906,"POLYGON ((1118433.434877821 7676684.861747535, 1118433.434877821 7686684.861747535, 1108433.434877821 7686684.861747535, 1108433.434877821 7676684.861747535, 1118433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
907,"POLYGON ((1118433.434877821 7686684.861747535, 1118433.434877821 7696684.861747535, 1108433.434877821 7696684.861747535, 1108433.434877821 7686684.861747535, 1118433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
908,"POLYGON ((1118433.434877821 7696684.861747535, 1118433.434877821 7706684.861747535, 1108433.434877821 7706684.861747535, 1108433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
909,"POLYGON ((1118433.434877821 7706684.861747535, 1118433.434877821 7716684.861747535, 1108433.434877821 7716684.861747535, 1108433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
910,"POLYGON ((1118433.434877821 7716684.861747535, 1118433.434877821 7726684.861747535, 1108433.434877821 7726684.861747535, 1108433.434877821 7716684.861747535, 1118433.434877821 7716684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
949,"POLYGON ((1128433.434877821 7646684.861747535, 1128433.434877821 7656684.861747535, 1118433.434877821 7656684.861747535, 1118433.434877821 7646684.861747535, 1128433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
950,"POLYGON ((1128433.434877821 7656684.861747535, 1128433.434877821 7666684.861747535, 1118433.434877821 7666684.861747535, 1118433.434877821 7656684.861747535, 1128433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
951,"POLYGON ((1128433.434877821 7666684.861747535, 1128433.434877821 7676684.861747535, 1118433.434877821 7676684.861747535, 1118433.434877821 7666684.861747535, 1128433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
952,"POLYGON ((1128433.434877821 7676684.861747535, 1128433.434877821 7686684.861747535, 1118433.434877821 7686684.861747535, 1118433.434877821 7676684.861747535, 1128433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
953,"POLYGON ((1128433.434877821 7686684.861747535, 1128433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535, 1118433.434877821 7686684.861747535, 1128433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
954,"POLYGON ((1128433.434877821 7696684.861747535, 1128433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535, 1118433.434877821 7696684.861747535, 1128433.434877821 7696684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
955,"POLYGON ((1128433.434877821 7706684.861747535, 1128433.434877821 7716684.861747535, 1118433.434877821 7716684.861747535, 1118433.434877821 7706684.861747535, 1128433.434877821 7706684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
956,"POLYGON ((1128433.434877821 7716684.861747535, 1128433.434877821 7726684.861747535, 1118433.434877821 7726684.861747535, 1118433.434877821 7716684.861747535, 1128433.434877821 7716684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
957,"POLYGON ((1128433.434877821 7726684.861747535, 1128433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535, 1118433.434877821 7726684.861747535, 1128433.434877821 7726684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
996,"POLYGON ((1138433.434877821 7646684.861747535, 1138433.434877821 7656684.861747535, 1128433.434877821 7656684.861747535, 1128433.434877821 7646684.861747535, 1138433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
997,"POLYGON ((1138433.434877821 7656684.861747535, 1138433.434877821 7666684.861747535, 1128433.434877821 7666684.861747535, 1128433.434877821 7656684.861747535, 1138433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
998,"POLYGON ((1138433.434877821 7666684.861747535, 1138433.434877821 7676684.861747535, 1128433.434877821 7676684.861747535, 1128433.434877821 7666684.861747535, 1138433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
999,"POLYGON ((1138433.434877821 7676684.861747535, 1138433.434877821 7686684.861747535, 1128433.434877821 7686684.861747535, 1128433.434877821 7676684.861747535, 1138433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1000,"POLYGON ((1138433.434877821 7686684.861747535, 1138433.434877821 7696684.861747535, 1128433.434877821 7696684.861747535, 1128433.434877821 7686684.861747535, 1138433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1001,"POLYGON ((1138433.434877821 7696684.861747535, 1138433.434877821 7706684.861747535, 1128433.434877821 7706684.861747535, 1128433.434877821 7696684.861747535, 1138433.434877821 7696684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1002,"POLYGON ((1138433.434877821 7706684.861747535, 1138433.434877821 7716684.861747535, 1128433.434877821 7716684.861747535, 1128433.434877821 7706684.861747535, 1138433.434877821 7706684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1003,"POLYGON ((1138433.434877821 7716684.861747535, 1138433.434877821 7726684.861747535, 1128433.434877821 7726684.861747535, 1128433.434877821 7716684.861747535, 1138433.434877821 7716684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1004,"POLYGON ((1138433.434877821 7726684.861747535, 1138433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535, 1128433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1043,"POLYGON ((1148433.434877821 7646684.861747535, 1148433.434877821 7656684.861747535, 1138433.434877821 7656684.861747535, 1138433.434877821 7646684.861747535, 1148433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1044,"POLYGON ((1148433.434877821 7656684.861747535, 1148433.434877821 7666684.861747535, 1138433.434877821 7666684.861747535, 1138433.434877821 7656684.861747535, 1148433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1045,"POLYGON ((1148433.434877821 7666684.861747535, 1148433.434877821 7676684.861747535, 1138433.434877821 7676684.861747535, 1138433.434877821 7666684.861747535, 1148433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1046,"POLYGON ((1148433.434877821 7676684.861747535, 1148433.434877821 7686684.861747535, 1138433.434877821 7686684.861747535, 1138433.434877821 7676684.861747535, 1148433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1047,"POLYGON ((1148433.434877821 7686684.861747535, 1148433.434877821 7696684.861747535, 1138433.434877821 7696684.861747535, 1138433.434877821 7686684.861747535, 1148433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1048,"POLYGON ((1148433.434877821 7696684.861747535, 1148433.434877821 7706684.861747535, 1138433.434877821 7706684.861747535, 1138433.434877821 7696684.861747535, 1148433.434877821 7696684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1049,"POLYGON ((1148433.434877821 7706684.861747535, 1148433.434877821 7716684.861747535, 1138433.434877821 7716684.861747535, 1138433.434877821 7706684.861747535, 1148433.434877821 7706684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1050,"POLYGON ((1148433.434877821 7716684.861747535, 1148433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535, 1138433.434877821 7716684.861747535, 1148433.434877821 7716684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1051,"POLYGON ((1148433.434877821 7726684.861747535, 1148433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535, 1138433.434877821 7726684.861747535, 1148433.434877821 7726684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1087,"POLYGON ((1158433.434877821 7646684.861747535, 1158433.434877821 7656684.861747535, 1148433.434877821 7656684.861747535, 1148433.434877821 7646684.861747535, 1158433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1088,"POLYGON ((1158433.434877821 7656684.861747535, 1158433.434877821 7666684.861747535, 1148433.434877821 7666684.861747535, 1148433.434877821 7656684.861747535, 1158433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1089,"POLYGON ((1158433.434877821 7666684.861747535, 1158433.434877821 7676684.861747535, 1148433.434877821 7676684.861747535, 1148433.434877821 7666684.861747535, 1158433.434877821 7666684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1090,"POLYGON ((1158433.434877821 7676684.861747535, 1158433.434877821 7686684.861747535, 1148433.434877821 7686684.861747535, 1148433.434877821 7676684.861747535, 1158433.434877821 7676684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1091,"POLYGON ((1158433.434877821 7686684.861747535, 1158433.434877821 7696684.861747535, 1148433.434877821 7696684.861747535, 1148433.434877821 7686684.861747535, 1158433.434877821 7686684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1092,"POLYGON ((1158433.434877821 7696684.861747535, 1158433.434877821 7706684.861747535, 1148433.434877821 7706684.861747535, 1148433.434877821 7696684.861747535, 1158433.434877821 7696684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1130,"POLYGON ((1168433.434877821 7646684.861747535, 1168433.434877821 7656684.861747535, 1158433.434877821 7656684.861747535, 1158433.434877821 7646684.861747535, 1168433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1131,"POLYGON ((1168433.434877821 7656684.861747535, 1168433.434877821 7666684.861747535, 1158433.434877821 7666684.861747535, 1158433.434877821 7656684.861747535, 1168433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1169,"POLYGON ((1178433.434877821 7646684.861747535, 1178433.434877821 7656684.861747535, 1168433.434877821 7656684.861747535, 1168433.434877821 7646684.861747535, 1178433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1170,"POLYGON ((1178433.434877821 7656684.861747535, 1178433.434877821 7666684.861747535, 1168433.434877821 7666684.861747535, 1168433.434877821 7656684.861747535, 1178433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1206,"POLYGON ((1188433.434877821 7646684.861747535, 1188433.434877821 7656684.861747535, 1178433.434877821 7656684.861747535, 1178433.434877821 7646684.861747535, 1188433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1207,"POLYGON ((1188433.434877821 7656684.861747535, 1188433.434877821 7666684.861747535, 1178433.434877821 7666684.861747535, 1178433.434877821 7656684.861747535, 1188433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1231,"POLYGON ((1198433.434877821 7646684.861747535, 1198433.434877821 7656684.861747535, 1188433.434877821 7656684.861747535, 1188433.434877821 7646684.861747535, 1198433.434877821 7646684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1232,"POLYGON ((1198433.434877821 7656684.861747535, 1198433.434877821 7666684.861747535, 1188433.434877821 7666684.861747535, 1188433.434877821 7656684.861747535, 1198433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
1252,"POLYGON ((1208433.434877821 7656684.861747535, 1208433.434877821 7666684.861747535, 1198433.434877821 7666684.861747535, 1198433.434877821 7656684.861747535, 1208433.434877821 7656684.861747535))",25,25,6049,10.0929,56.5604,-7.0,-8.0,-6.699999999999999,-1.6,0.6,6.7,5.6,6.9,7.0,1.5,-1.8,-4.8
678,"POLYGON ((1078433.434877821 7336684.861747535, 1078433.434877821 7346684.861747535, 1068433.434877821 7346684.861747535, 1068433.434877821 7336684.861747535, 1078433.434877821 7336684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
679,"POLYGON ((1078433.434877821 7346684.861747535, 1078433.434877821 7356684.861747535, 1068433.434877821 7356684.861747535, 1068433.434877821 7346684.861747535, 1078433.434877821 7346684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
680,"POLYGON ((1078433.434877821 7356684.861747535, 1078433.434877821 7366684.861747535, 1068433.434877821 7366684.861747535, 1068433.434877821 7356684.861747535, 1078433.434877821 7356684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
726,"POLYGON ((1088433.434877821 7326684.861747535, 1088433.434877821 7336684.861747535, 1078433.434877821 7336684.861747535, 1078433.434877821 7326684.861747535, 1088433.434877821 7326684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
727,"POLYGON ((1088433.434877821 7336684.861747535, 1088433.434877821 7346684.861747535, 1078433.434877821 7346684.861747535, 1078433.434877821 7336684.861747535, 1088433.434877821 7336684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
728,"POLYGON ((1088433.434877821 7346684.861747535, 1088433.434877821 7356684.861747535, 1078433.434877821 7356684.861747535, 1078433.434877821 7346684.861747535, 1088433.434877821 7346684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
729,"POLYGON ((1088433.434877821 7356684.861747535, 1088433.434877821 7366684.861747535, 1078433.434877821 7366684.861747535, 1078433.434877821 7356684.861747535, 1088433.434877821 7356684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
775,"POLYGON ((1098433.434877821 7336684.861747535, 1098433.434877821 7346684.861747535, 1088433.434877821 7346684.861747535, 1088433.434877821 7336684.861747535, 1098433.434877821 7336684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
776,"POLYGON ((1098433.434877821 7346684.861747535, 1098433.434877821 7356684.861747535, 1088433.434877821 7356684.861747535, 1088433.434877821 7346684.861747535, 1098433.434877821 7346684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
777,"POLYGON ((1098433.434877821 7356684.861747535, 1098433.434877821 7366684.861747535, 1088433.434877821 7366684.861747535, 1088433.434877821 7356684.861747535, 1098433.434877821 7356684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
826,"POLYGON ((1108433.434877821 7336684.861747535, 1108433.434877821 7346684.861747535, 1098433.434877821 7346684.861747535, 1098433.434877821 7336684.861747535, 1108433.434877821 7336684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
827,"POLYGON ((1108433.434877821 7346684.861747535, 1108433.434877821 7356684.861747535, 1098433.434877821 7356684.861747535, 1098433.434877821 7346684.861747535, 1108433.434877821 7346684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
828,"POLYGON ((1108433.434877821 7356684.861747535, 1108433.434877821 7366684.861747535, 1098433.434877821 7366684.861747535, 1098433.434877821 7356684.861747535, 1108433.434877821 7356684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
876,"POLYGON ((1118433.434877821 7336684.861747535, 1118433.434877821 7346684.861747535, 1108433.434877821 7346684.861747535, 1108433.434877821 7336684.861747535, 1118433.434877821 7336684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
877,"POLYGON ((1118433.434877821 7346684.861747535, 1118433.434877821 7356684.861747535, 1108433.434877821 7356684.861747535, 1108433.434877821 7346684.861747535, 1118433.434877821 7346684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
878,"POLYGON ((1118433.434877821 7356684.861747535, 1118433.434877821 7366684.861747535, 1108433.434877821 7366684.861747535, 1108433.434877821 7356684.861747535, 1118433.434877821 7356684.861747535))",8,8,6119,9.988,54.8528,-3.6,-5.05,-2.85,0.4,3.0,8.8,9.9,11.5,9.6,5.2,-0.2,-0.4
