,geometry,soiltype
1083,"POLYGON ((1248433.434877821 7316684.861747535, 1248433.434877821 7326684.861747535, 1238433.434877821 7326684.861747535, 1238433.434877821 7316684.861747535, 1248433.434877821 7316684.861747535))",ML
1084,"POLYGON ((1248433.434877821 7326684.861747535, 1248433.434877821 7336684.861747535, 1238433.434877821 7336684.861747535, 1238433.434877821 7326684.861747535, 1248433.434877821 7326684.861747535))",ML
1085,"POLYGON ((1248433.434877821 7336684.861747535, 1248433.434877821 7346684.861747535, 1238433.434877821 7346684.861747535, 1238433.434877821 7336684.861747535, 1248433.434877821 7336684.861747535))",ML
1086,"POLYGON ((1248433.434877821 7346684.861747535, 1248433.434877821 7356684.861747535, 1238433.434877821 7356684.861747535, 1238433.434877821 7346684.861747535, 1248433.434877821 7346684.861747535))",ML
1087,"POLYGON ((1248433.434877821 7426684.861747535, 1248433.434877821 7436684.861747535, 1238433.434877821 7436684.861747535, 1238433.434877821 7426684.861747535, 1248433.434877821 7426684.861747535))",DSG
1088,"POLYGON ((1248433.434877821 7456684.861747535, 1248433.434877821 7466684.861747535, 1238433.434877821 7466684.861747535, 1238433.434877821 7456684.861747535, 1248433.434877821 7456684.861747535))",ML
1089,"POLYGON ((1248433.434877821 7466684.861747535, 1248433.434877821 7476684.861747535, 1238433.434877821 7476684.861747535, 1238433.434877821 7466684.861747535, 1248433.434877821 7466684.861747535))",HG
1090,"POLYGON ((1248433.434877821 7476684.861747535, 1248433.434877821 7486684.861747535, 1238433.434877821 7486684.861747535, 1238433.434877821 7476684.861747535, 1248433.434877821 7476684.861747535))",ML
1091,"POLYGON ((1248433.434877821 7486684.861747535, 1248433.434877821 7496684.861747535, 1238433.434877821 7496684.861747535, 1238433.434877821 7486684.861747535, 1248433.434877821 7486684.861747535))",ML
1092,"POLYGON ((1248433.434877821 7496684.861747535, 1248433.434877821 7506684.861747535, 1238433.434877821 7506684.861747535, 1238433.434877821 7496684.861747535, 1248433.434877821 7496684.861747535))",HSL
1093,"POLYGON ((1248433.434877821 7816684.861747535, 1248433.434877821 7826684.861747535, 1238433.434877821 7826684.861747535, 1238433.434877821 7816684.861747535, 1248433.434877821 7816684.861747535))",HSL
1094,"POLYGON ((1258433.434877821 7306684.861747535, 1258433.434877821 7316684.861747535, 1248433.434877821 7316684.861747535, 1248433.434877821 7306684.861747535, 1258433.434877821 7306684.861747535))",ML
1095,"POLYGON ((1258433.434877821 7316684.861747535, 1258433.434877821 7326684.861747535, 1248433.434877821 7326684.861747535, 1248433.434877821 7316684.861747535, 1258433.434877821 7316684.861747535))",ML
1096,"POLYGON ((1258433.434877821 7326684.861747535, 1258433.434877821 7336684.861747535, 1248433.434877821 7336684.861747535, 1248433.434877821 7326684.861747535, 1258433.434877821 7326684.861747535))",ML
1097,"POLYGON ((1258433.434877821 7336684.861747535, 1258433.434877821 7346684.861747535, 1248433.434877821 7346684.861747535, 1248433.434877821 7336684.861747535, 1258433.434877821 7336684.861747535))",ML
1098,"POLYGON ((1258433.434877821 7346684.861747535, 1258433.434877821 7356684.861747535, 1248433.434877821 7356684.861747535, 1248433.434877821 7346684.861747535, 1258433.434877821 7346684.861747535))",F
1099,"POLYGON ((1258433.434877821 7396684.861747535, 1258433.434877821 7406684.861747535, 1248433.434877821 7406684.861747535, 1248433.434877821 7396684.861747535, 1258433.434877821 7396684.861747535))",ML
1100,"POLYGON ((1258433.434877821 7406684.861747535, 1258433.434877821 7416684.861747535, 1248433.434877821 7416684.861747535, 1248433.434877821 7406684.861747535, 1258433.434877821 7406684.861747535))",ML
1101,"POLYGON ((1258433.434877821 7416684.861747535, 1258433.434877821 7426684.861747535, 1248433.434877821 7426684.861747535, 1248433.434877821 7416684.861747535, 1258433.434877821 7416684.861747535))",ML
1102,"POLYGON ((1258433.434877821 7426684.861747535, 1258433.434877821 7436684.861747535, 1248433.434877821 7436684.861747535, 1248433.434877821 7426684.861747535, 1258433.434877821 7426684.861747535))",ML
1103,"POLYGON ((1258433.434877821 7436684.861747535, 1258433.434877821 7446684.861747535, 1248433.434877821 7446684.861747535, 1248433.434877821 7436684.861747535, 1258433.434877821 7436684.861747535))",DSG
1104,"POLYGON ((1258433.434877821 7446684.861747535, 1258433.434877821 7456684.861747535, 1248433.434877821 7456684.861747535, 1248433.434877821 7446684.861747535, 1258433.434877821 7446684.861747535))",ML
1105,"POLYGON ((1258433.434877821 7456684.861747535, 1258433.434877821 7466684.861747535, 1248433.434877821 7466684.861747535, 1248433.434877821 7456684.861747535, 1258433.434877821 7456684.861747535))",ML
1106,"POLYGON ((1258433.434877821 7466684.861747535, 1258433.434877821 7476684.861747535, 1248433.434877821 7476684.861747535, 1248433.434877821 7466684.861747535, 1258433.434877821 7466684.861747535))",F
1107,"POLYGON ((1258433.434877821 7476684.861747535, 1258433.434877821 7486684.861747535, 1248433.434877821 7486684.861747535, 1248433.434877821 7476684.861747535, 1258433.434877821 7476684.861747535))",ML
1108,"POLYGON ((1258433.434877821 7486684.861747535, 1258433.434877821 7496684.861747535, 1248433.434877821 7496684.861747535, 1248433.434877821 7486684.861747535, 1258433.434877821 7486684.861747535))",ML
1109,"POLYGON ((1258433.434877821 7496684.861747535, 1258433.434877821 7506684.861747535, 1248433.434877821 7506684.861747535, 1248433.434877821 7496684.861747535, 1258433.434877821 7496684.861747535))",HSL
1110,"POLYGON ((1268433.434877821 7296684.861747535, 1268433.434877821 7306684.861747535, 1258433.434877821 7306684.861747535, 1258433.434877821 7296684.861747535, 1268433.434877821 7296684.861747535))",HSL
1111,"POLYGON ((1268433.434877821 7306684.861747535, 1268433.434877821 7316684.861747535, 1258433.434877821 7316684.861747535, 1258433.434877821 7306684.861747535, 1268433.434877821 7306684.861747535))",ML
1112,"POLYGON ((1268433.434877821 7316684.861747535, 1268433.434877821 7326684.861747535, 1258433.434877821 7326684.861747535, 1258433.434877821 7316684.861747535, 1268433.434877821 7316684.861747535))",ML
1113,"POLYGON ((1268433.434877821 7326684.861747535, 1268433.434877821 7336684.861747535, 1258433.434877821 7336684.861747535, 1258433.434877821 7326684.861747535, 1268433.434877821 7326684.861747535))",ML
1114,"POLYGON ((1268433.434877821 7336684.861747535, 1268433.434877821 7346684.861747535, 1258433.434877821 7346684.861747535, 1258433.434877821 7336684.861747535, 1268433.434877821 7336684.861747535))",DSG
1115,"POLYGON ((1268433.434877821 7406684.861747535, 1268433.434877821 7416684.861747535, 1258433.434877821 7416684.861747535, 1258433.434877821 7406684.861747535, 1268433.434877821 7406684.861747535))",ML
1116,"POLYGON ((1268433.434877821 7416684.861747535, 1268433.434877821 7426684.861747535, 1258433.434877821 7426684.861747535, 1258433.434877821 7416684.861747535, 1268433.434877821 7416684.861747535))",T
1117,"POLYGON ((1268433.434877821 7426684.861747535, 1268433.434877821 7436684.861747535, 1258433.434877821 7436684.861747535, 1258433.434877821 7426684.861747535, 1268433.434877821 7426684.861747535))",ML
1118,"POLYGON ((1268433.434877821 7436684.861747535, 1268433.434877821 7446684.861747535, 1258433.434877821 7446684.861747535, 1258433.434877821 7436684.861747535, 1268433.434877821 7436684.861747535))",ML
1119,"POLYGON ((1268433.434877821 7446684.861747535, 1268433.434877821 7456684.861747535, 1258433.434877821 7456684.861747535, 1258433.434877821 7446684.861747535, 1268433.434877821 7446684.861747535))",ML
1120,"POLYGON ((1268433.434877821 7456684.861747535, 1268433.434877821 7466684.861747535, 1258433.434877821 7466684.861747535, 1258433.434877821 7456684.861747535, 1268433.434877821 7456684.861747535))",ML
1121,"POLYGON ((1268433.434877821 7466684.861747535, 1268433.434877821 7476684.861747535, 1258433.434877821 7476684.861747535, 1258433.434877821 7466684.861747535, 1268433.434877821 7466684.861747535))",ML
1122,"POLYGON ((1268433.434877821 7476684.861747535, 1268433.434877821 7486684.861747535, 1258433.434877821 7486684.861747535, 1258433.434877821 7476684.861747535, 1268433.434877821 7476684.861747535))",F
1123,"POLYGON ((1268433.434877821 7486684.861747535, 1268433.434877821 7496684.861747535, 1258433.434877821 7496684.861747535, 1258433.434877821 7486684.861747535, 1268433.434877821 7486684.861747535))",DSG
1124,"POLYGON ((1268433.434877821 7496684.861747535, 1268433.434877821 7506684.861747535, 1258433.434877821 7506684.861747535, 1258433.434877821 7496684.861747535, 1268433.434877821 7496684.861747535))",ML
1125,"POLYGON ((1268433.434877821 7546684.861747535, 1268433.434877821 7556684.861747535, 1258433.434877821 7556684.861747535, 1258433.434877821 7546684.861747535, 1268433.434877821 7546684.861747535))",ML
1126,"POLYGON ((1278433.434877821 7286684.861747535, 1278433.434877821 7296684.861747535, 1268433.434877821 7296684.861747535, 1268433.434877821 7286684.861747535, 1278433.434877821 7286684.861747535))",ML
1127,"POLYGON ((1278433.434877821 7296684.861747535, 1278433.434877821 7306684.861747535, 1268433.434877821 7306684.861747535, 1268433.434877821 7296684.861747535, 1278433.434877821 7296684.861747535))",ML
1128,"POLYGON ((1278433.434877821 7306684.861747535, 1278433.434877821 7316684.861747535, 1268433.434877821 7316684.861747535, 1268433.434877821 7306684.861747535, 1278433.434877821 7306684.861747535))",ML
1129,"POLYGON ((1278433.434877821 7316684.861747535, 1278433.434877821 7326684.861747535, 1268433.434877821 7326684.861747535, 1268433.434877821 7316684.861747535, 1278433.434877821 7316684.861747535))",ML
1130,"POLYGON ((1278433.434877821 7326684.861747535, 1278433.434877821 7336684.861747535, 1268433.434877821 7336684.861747535, 1268433.434877821 7326684.861747535, 1278433.434877821 7326684.861747535))",ML
1131,"POLYGON ((1278433.434877821 7346684.861747535, 1278433.434877821 7356684.861747535, 1268433.434877821 7356684.861747535, 1268433.434877821 7346684.861747535, 1278433.434877821 7346684.861747535))",ML
1132,"POLYGON ((1278433.434877821 7396684.861747535, 1278433.434877821 7406684.861747535, 1268433.434877821 7406684.861747535, 1268433.434877821 7396684.861747535, 1278433.434877821 7396684.861747535))",ML
1133,"POLYGON ((1278433.434877821 7406684.861747535, 1278433.434877821 7416684.861747535, 1268433.434877821 7416684.861747535, 1268433.434877821 7406684.861747535, 1278433.434877821 7406684.861747535))",ML
1134,"POLYGON ((1278433.434877821 7416684.861747535, 1278433.434877821 7426684.861747535, 1268433.434877821 7426684.861747535, 1268433.434877821 7416684.861747535, 1278433.434877821 7416684.861747535))",DL
1135,"POLYGON ((1278433.434877821 7426684.861747535, 1278433.434877821 7436684.861747535, 1268433.434877821 7436684.861747535, 1268433.434877821 7426684.861747535, 1278433.434877821 7426684.861747535))",ML
1136,"POLYGON ((1278433.434877821 7436684.861747535, 1278433.434877821 7446684.861747535, 1268433.434877821 7446684.861747535, 1268433.434877821 7436684.861747535, 1278433.434877821 7436684.861747535))",ML
1137,"POLYGON ((1278433.434877821 7446684.861747535, 1278433.434877821 7456684.861747535, 1268433.434877821 7456684.861747535, 1268433.434877821 7446684.861747535, 1278433.434877821 7446684.861747535))",ML
1138,"POLYGON ((1278433.434877821 7456684.861747535, 1278433.434877821 7466684.861747535, 1268433.434877821 7466684.861747535, 1268433.434877821 7456684.861747535, 1278433.434877821 7456684.861747535))",ML
1139,"POLYGON ((1278433.434877821 7466684.861747535, 1278433.434877821 7476684.861747535, 1268433.434877821 7476684.861747535, 1268433.434877821 7466684.861747535, 1278433.434877821 7466684.861747535))",ML
1140,"POLYGON ((1278433.434877821 7476684.861747535, 1278433.434877821 7486684.861747535, 1268433.434877821 7486684.861747535, 1268433.434877821 7476684.861747535, 1278433.434877821 7476684.861747535))",ML
1141,"POLYGON ((1278433.434877821 7486684.861747535, 1278433.434877821 7496684.861747535, 1268433.434877821 7496684.861747535, 1268433.434877821 7486684.861747535, 1278433.434877821 7486684.861747535))",F
1142,"POLYGON ((1278433.434877821 7496684.861747535, 1278433.434877821 7506684.861747535, 1268433.434877821 7506684.861747535, 1268433.434877821 7496684.861747535, 1278433.434877821 7496684.861747535))",ML
1143,"POLYGON ((1278433.434877821 7506684.861747535, 1278433.434877821 7516684.861747535, 1268433.434877821 7516684.861747535, 1268433.434877821 7506684.861747535, 1278433.434877821 7506684.861747535))",ML
1144,"POLYGON ((1278433.434877821 7516684.861747535, 1278433.434877821 7526684.861747535, 1268433.434877821 7526684.861747535, 1268433.434877821 7516684.861747535, 1278433.434877821 7516684.861747535))",DL
1145,"POLYGON ((1288433.434877821 7296684.861747535, 1288433.434877821 7306684.861747535, 1278433.434877821 7306684.861747535, 1278433.434877821 7296684.861747535, 1288433.434877821 7296684.861747535))",ML
1146,"POLYGON ((1288433.434877821 7306684.861747535, 1288433.434877821 7316684.861747535, 1278433.434877821 7316684.861747535, 1278433.434877821 7306684.861747535, 1288433.434877821 7306684.861747535))",ML
1147,"POLYGON ((1288433.434877821 7316684.861747535, 1288433.434877821 7326684.861747535, 1278433.434877821 7326684.861747535, 1278433.434877821 7316684.861747535, 1288433.434877821 7316684.861747535))",ML
1148,"POLYGON ((1288433.434877821 7396684.861747535, 1288433.434877821 7406684.861747535, 1278433.434877821 7406684.861747535, 1278433.434877821 7396684.861747535, 1288433.434877821 7396684.861747535))",ML
1149,"POLYGON ((1288433.434877821 7406684.861747535, 1288433.434877821 7416684.861747535, 1278433.434877821 7416684.861747535, 1278433.434877821 7406684.861747535, 1288433.434877821 7406684.861747535))",ML
1150,"POLYGON ((1288433.434877821 7416684.861747535, 1288433.434877821 7426684.861747535, 1278433.434877821 7426684.861747535, 1278433.434877821 7416684.861747535, 1288433.434877821 7416684.861747535))",ML
1151,"POLYGON ((1288433.434877821 7426684.861747535, 1288433.434877821 7436684.861747535, 1278433.434877821 7436684.861747535, 1278433.434877821 7426684.861747535, 1288433.434877821 7426684.861747535))",ML
1152,"POLYGON ((1288433.434877821 7436684.861747535, 1288433.434877821 7446684.861747535, 1278433.434877821 7446684.861747535, 1278433.434877821 7436684.861747535, 1288433.434877821 7436684.861747535))",ML
1153,"POLYGON ((1288433.434877821 7446684.861747535, 1288433.434877821 7456684.861747535, 1278433.434877821 7456684.861747535, 1278433.434877821 7446684.861747535, 1288433.434877821 7446684.861747535))",T
1154,"POLYGON ((1288433.434877821 7456684.861747535, 1288433.434877821 7466684.861747535, 1278433.434877821 7466684.861747535, 1278433.434877821 7456684.861747535, 1288433.434877821 7456684.861747535))",SØ
1155,"POLYGON ((1288433.434877821 7466684.861747535, 1288433.434877821 7476684.861747535, 1278433.434877821 7476684.861747535, 1278433.434877821 7466684.861747535, 1288433.434877821 7466684.861747535))",T
1156,"POLYGON ((1288433.434877821 7476684.861747535, 1288433.434877821 7486684.861747535, 1278433.434877821 7486684.861747535, 1278433.434877821 7476684.861747535, 1288433.434877821 7476684.861747535))",ML
1157,"POLYGON ((1288433.434877821 7486684.861747535, 1288433.434877821 7496684.861747535, 1278433.434877821 7496684.861747535, 1278433.434877821 7486684.861747535, 1288433.434877821 7486684.861747535))",DSG
1158,"POLYGON ((1288433.434877821 7496684.861747535, 1288433.434877821 7506684.861747535, 1278433.434877821 7506684.861747535, 1278433.434877821 7496684.861747535, 1288433.434877821 7496684.861747535))",ML
1159,"POLYGON ((1288433.434877821 7506684.861747535, 1288433.434877821 7516684.861747535, 1278433.434877821 7516684.861747535, 1278433.434877821 7506684.861747535, 1288433.434877821 7506684.861747535))",HSL
1160,"POLYGON ((1288433.434877821 7516684.861747535, 1288433.434877821 7526684.861747535, 1278433.434877821 7526684.861747535, 1278433.434877821 7516684.861747535, 1288433.434877821 7516684.861747535))",ML
1161,"POLYGON ((1288433.434877821 7526684.861747535, 1288433.434877821 7536684.861747535, 1278433.434877821 7536684.861747535, 1278433.434877821 7526684.861747535, 1288433.434877821 7526684.861747535))",ES
1162,"POLYGON ((1288433.434877821 7536684.861747535, 1288433.434877821 7546684.861747535, 1278433.434877821 7546684.861747535, 1278433.434877821 7536684.861747535, 1288433.434877821 7536684.861747535))",HSL
1163,"POLYGON ((1288433.434877821 7696684.861747535, 1288433.434877821 7706684.861747535, 1278433.434877821 7706684.861747535, 1278433.434877821 7696684.861747535, 1288433.434877821 7696684.861747535))",DSG
1164,"POLYGON ((1298433.434877821 7296684.861747535, 1298433.434877821 7306684.861747535, 1288433.434877821 7306684.861747535, 1288433.434877821 7296684.861747535, 1298433.434877821 7296684.861747535))",ML
1165,"POLYGON ((1298433.434877821 7306684.861747535, 1298433.434877821 7316684.861747535, 1288433.434877821 7316684.861747535, 1288433.434877821 7306684.861747535, 1298433.434877821 7306684.861747535))",ML
1166,"POLYGON ((1298433.434877821 7316684.861747535, 1298433.434877821 7326684.861747535, 1288433.434877821 7326684.861747535, 1288433.434877821 7316684.861747535, 1298433.434877821 7316684.861747535))",ML
1167,"POLYGON ((1298433.434877821 7326684.861747535, 1298433.434877821 7336684.861747535, 1288433.434877821 7336684.861747535, 1288433.434877821 7326684.861747535, 1298433.434877821 7326684.861747535))",HSL
1168,"POLYGON ((1298433.434877821 7396684.861747535, 1298433.434877821 7406684.861747535, 1288433.434877821 7406684.861747535, 1288433.434877821 7396684.861747535, 1298433.434877821 7396684.861747535))",ML
1169,"POLYGON ((1298433.434877821 7406684.861747535, 1298433.434877821 7416684.861747535, 1288433.434877821 7416684.861747535, 1288433.434877821 7406684.861747535, 1298433.434877821 7406684.861747535))",ML
1170,"POLYGON ((1298433.434877821 7416684.861747535, 1298433.434877821 7426684.861747535, 1288433.434877821 7426684.861747535, 1288433.434877821 7416684.861747535, 1298433.434877821 7416684.861747535))",ML
1171,"POLYGON ((1298433.434877821 7426684.861747535, 1298433.434877821 7436684.861747535, 1288433.434877821 7436684.861747535, 1288433.434877821 7426684.861747535, 1298433.434877821 7426684.861747535))",ML
1172,"POLYGON ((1298433.434877821 7436684.861747535, 1298433.434877821 7446684.861747535, 1288433.434877821 7446684.861747535, 1288433.434877821 7436684.861747535, 1298433.434877821 7436684.861747535))",ML
1173,"POLYGON ((1298433.434877821 7446684.861747535, 1298433.434877821 7456684.861747535, 1288433.434877821 7456684.861747535, 1288433.434877821 7446684.861747535, 1298433.434877821 7446684.861747535))",ML
1174,"POLYGON ((1298433.434877821 7456684.861747535, 1298433.434877821 7466684.861747535, 1288433.434877821 7466684.861747535, 1288433.434877821 7456684.861747535, 1298433.434877821 7456684.861747535))",ML
1175,"POLYGON ((1298433.434877821 7466684.861747535, 1298433.434877821 7476684.861747535, 1288433.434877821 7476684.861747535, 1288433.434877821 7466684.861747535, 1298433.434877821 7466684.861747535))",ML
1176,"POLYGON ((1298433.434877821 7476684.861747535, 1298433.434877821 7486684.861747535, 1288433.434877821 7486684.861747535, 1288433.434877821 7476684.861747535, 1298433.434877821 7476684.861747535))",DSG
1177,"POLYGON ((1298433.434877821 7486684.861747535, 1298433.434877821 7496684.861747535, 1288433.434877821 7496684.861747535, 1288433.434877821 7486684.861747535, 1298433.434877821 7486684.861747535))",ML
1178,"POLYGON ((1298433.434877821 7496684.861747535, 1298433.434877821 7506684.861747535, 1288433.434877821 7506684.861747535, 1288433.434877821 7496684.861747535, 1298433.434877821 7496684.861747535))",DSG
1179,"POLYGON ((1298433.434877821 7506684.861747535, 1298433.434877821 7516684.861747535, 1288433.434877821 7516684.861747535, 1288433.434877821 7506684.861747535, 1298433.434877821 7506684.861747535))",HSL
1180,"POLYGON ((1298433.434877821 7516684.861747535, 1298433.434877821 7526684.861747535, 1288433.434877821 7526684.861747535, 1288433.434877821 7516684.861747535, 1298433.434877821 7516684.861747535))",ML
1181,"POLYGON ((1298433.434877821 7526684.861747535, 1298433.434877821 7536684.861747535, 1288433.434877821 7536684.861747535, 1288433.434877821 7526684.861747535, 1298433.434877821 7526684.861747535))",ML
1182,"POLYGON ((1298433.434877821 7536684.861747535, 1298433.434877821 7546684.861747535, 1288433.434877821 7546684.861747535, 1288433.434877821 7536684.861747535, 1298433.434877821 7536684.861747535))",ML
1183,"POLYGON ((1308433.434877821 7296684.861747535, 1308433.434877821 7306684.861747535, 1298433.434877821 7306684.861747535, 1298433.434877821 7296684.861747535, 1308433.434877821 7296684.861747535))",ML
1184,"POLYGON ((1308433.434877821 7306684.861747535, 1308433.434877821 7316684.861747535, 1298433.434877821 7316684.861747535, 1298433.434877821 7306684.861747535, 1308433.434877821 7306684.861747535))",ML
1185,"POLYGON ((1308433.434877821 7316684.861747535, 1308433.434877821 7326684.861747535, 1298433.434877821 7326684.861747535, 1298433.434877821 7316684.861747535, 1308433.434877821 7316684.861747535))",ML
1186,"POLYGON ((1308433.434877821 7326684.861747535, 1308433.434877821 7336684.861747535, 1298433.434877821 7336684.861747535, 1298433.434877821 7326684.861747535, 1308433.434877821 7326684.861747535))",ML
1187,"POLYGON ((1308433.434877821 7406684.861747535, 1308433.434877821 7416684.861747535, 1298433.434877821 7416684.861747535, 1298433.434877821 7406684.861747535, 1308433.434877821 7406684.861747535))",ML
1188,"POLYGON ((1308433.434877821 7416684.861747535, 1308433.434877821 7426684.861747535, 1298433.434877821 7426684.861747535, 1298433.434877821 7416684.861747535, 1308433.434877821 7416684.861747535))",DSG
1189,"POLYGON ((1308433.434877821 7426684.861747535, 1308433.434877821 7436684.861747535, 1298433.434877821 7436684.861747535, 1298433.434877821 7426684.861747535, 1308433.434877821 7426684.861747535))",ML
1190,"POLYGON ((1308433.434877821 7436684.861747535, 1308433.434877821 7446684.861747535, 1298433.434877821 7446684.861747535, 1298433.434877821 7436684.861747535, 1308433.434877821 7436684.861747535))",F
1191,"POLYGON ((1308433.434877821 7446684.861747535, 1308433.434877821 7456684.861747535, 1298433.434877821 7456684.861747535, 1298433.434877821 7446684.861747535, 1308433.434877821 7446684.861747535))",ML
1192,"POLYGON ((1308433.434877821 7456684.861747535, 1308433.434877821 7466684.861747535, 1298433.434877821 7466684.861747535, 1298433.434877821 7456684.861747535, 1308433.434877821 7456684.861747535))",ML
1193,"POLYGON ((1308433.434877821 7466684.861747535, 1308433.434877821 7476684.861747535, 1298433.434877821 7476684.861747535, 1298433.434877821 7466684.861747535, 1308433.434877821 7466684.861747535))",DSG
1194,"POLYGON ((1308433.434877821 7476684.861747535, 1308433.434877821 7486684.861747535, 1298433.434877821 7486684.861747535, 1298433.434877821 7476684.861747535, 1308433.434877821 7476684.861747535))",F
1195,"POLYGON ((1308433.434877821 7486684.861747535, 1308433.434877821 7496684.861747535, 1298433.434877821 7496684.861747535, 1298433.434877821 7486684.861747535, 1308433.434877821 7486684.861747535))",ML
1196,"POLYGON ((1308433.434877821 7496684.861747535, 1308433.434877821 7506684.861747535, 1298433.434877821 7506684.861747535, 1298433.434877821 7496684.861747535, 1308433.434877821 7496684.861747535))",ML
1197,"POLYGON ((1308433.434877821 7506684.861747535, 1308433.434877821 7516684.861747535, 1298433.434877821 7516684.861747535, 1298433.434877821 7506684.861747535, 1308433.434877821 7506684.861747535))",ML
1198,"POLYGON ((1308433.434877821 7516684.861747535, 1308433.434877821 7526684.861747535, 1298433.434877821 7526684.861747535, 1298433.434877821 7516684.861747535, 1308433.434877821 7516684.861747535))",ML
1199,"POLYGON ((1308433.434877821 7536684.861747535, 1308433.434877821 7546684.861747535, 1298433.434877821 7546684.861747535, 1298433.434877821 7536684.861747535, 1308433.434877821 7536684.861747535))",SØ
1200,"POLYGON ((1318433.434877821 7296684.861747535, 1318433.434877821 7306684.861747535, 1308433.434877821 7306684.861747535, 1308433.434877821 7296684.861747535, 1318433.434877821 7296684.861747535))",ML
1201,"POLYGON ((1318433.434877821 7306684.861747535, 1318433.434877821 7316684.861747535, 1308433.434877821 7316684.861747535, 1308433.434877821 7306684.861747535, 1318433.434877821 7306684.861747535))",ML
1202,"POLYGON ((1318433.434877821 7316684.861747535, 1318433.434877821 7326684.861747535, 1308433.434877821 7326684.861747535, 1308433.434877821 7316684.861747535, 1318433.434877821 7316684.861747535))",ML
1203,"POLYGON ((1318433.434877821 7336684.861747535, 1318433.434877821 7346684.861747535, 1308433.434877821 7346684.861747535, 1308433.434877821 7336684.861747535, 1318433.434877821 7336684.861747535))",ML
1204,"POLYGON ((1318433.434877821 7376684.861747535, 1318433.434877821 7386684.861747535, 1308433.434877821 7386684.861747535, 1308433.434877821 7376684.861747535, 1318433.434877821 7376684.861747535))",HSL
1205,"POLYGON ((1318433.434877821 7386684.861747535, 1318433.434877821 7396684.861747535, 1308433.434877821 7396684.861747535, 1308433.434877821 7386684.861747535, 1318433.434877821 7386684.861747535))",ML
1206,"POLYGON ((1318433.434877821 7396684.861747535, 1318433.434877821 7406684.861747535, 1308433.434877821 7406684.861747535, 1308433.434877821 7396684.861747535, 1318433.434877821 7396684.861747535))",ML
1207,"POLYGON ((1318433.434877821 7406684.861747535, 1318433.434877821 7416684.861747535, 1308433.434877821 7416684.861747535, 1308433.434877821 7406684.861747535, 1318433.434877821 7406684.861747535))",ML
1208,"POLYGON ((1318433.434877821 7416684.861747535, 1318433.434877821 7426684.861747535, 1308433.434877821 7426684.861747535, 1308433.434877821 7416684.861747535, 1318433.434877821 7416684.861747535))",ML
1209,"POLYGON ((1318433.434877821 7426684.861747535, 1318433.434877821 7436684.861747535, 1308433.434877821 7436684.861747535, 1308433.434877821 7426684.861747535, 1318433.434877821 7426684.861747535))",ML
1210,"POLYGON ((1318433.434877821 7436684.861747535, 1318433.434877821 7446684.861747535, 1308433.434877821 7446684.861747535, 1308433.434877821 7436684.861747535, 1318433.434877821 7436684.861747535))",F
1211,"POLYGON ((1318433.434877821 7446684.861747535, 1318433.434877821 7456684.861747535, 1308433.434877821 7456684.861747535, 1308433.434877821 7446684.861747535, 1318433.434877821 7446684.861747535))",T
1212,"POLYGON ((1318433.434877821 7456684.861747535, 1318433.434877821 7466684.861747535, 1308433.434877821 7466684.861747535, 1308433.434877821 7456684.861747535, 1318433.434877821 7456684.861747535))",ML
1213,"POLYGON ((1318433.434877821 7466684.861747535, 1318433.434877821 7476684.861747535, 1308433.434877821 7476684.861747535, 1308433.434877821 7466684.861747535, 1318433.434877821 7466684.861747535))",ML
1214,"POLYGON ((1318433.434877821 7476684.861747535, 1318433.434877821 7486684.861747535, 1308433.434877821 7486684.861747535, 1308433.434877821 7476684.861747535, 1318433.434877821 7476684.861747535))",ML
1215,"POLYGON ((1318433.434877821 7486684.861747535, 1318433.434877821 7496684.861747535, 1308433.434877821 7496684.861747535, 1308433.434877821 7486684.861747535, 1318433.434877821 7486684.861747535))",HSL
1216,"POLYGON ((1318433.434877821 7506684.861747535, 1318433.434877821 7516684.861747535, 1308433.434877821 7516684.861747535, 1308433.434877821 7506684.861747535, 1318433.434877821 7506684.861747535))",ML
1217,"POLYGON ((1328433.434877821 7286684.861747535, 1328433.434877821 7296684.861747535, 1318433.434877821 7296684.861747535, 1318433.434877821 7286684.861747535, 1328433.434877821 7286684.861747535))",ML
1218,"POLYGON ((1328433.434877821 7296684.861747535, 1328433.434877821 7306684.861747535, 1318433.434877821 7306684.861747535, 1318433.434877821 7296684.861747535, 1328433.434877821 7296684.861747535))",ML
1219,"POLYGON ((1328433.434877821 7306684.861747535, 1328433.434877821 7316684.861747535, 1318433.434877821 7316684.861747535, 1318433.434877821 7306684.861747535, 1328433.434877821 7306684.861747535))",HSL
1220,"POLYGON ((1328433.434877821 7316684.861747535, 1328433.434877821 7326684.861747535, 1318433.434877821 7326684.861747535, 1318433.434877821 7316684.861747535, 1328433.434877821 7316684.861747535))",ML
1221,"POLYGON ((1328433.434877821 7326684.861747535, 1328433.434877821 7336684.861747535, 1318433.434877821 7336684.861747535, 1318433.434877821 7326684.861747535, 1328433.434877821 7326684.861747535))",ML
1222,"POLYGON ((1328433.434877821 7336684.861747535, 1328433.434877821 7346684.861747535, 1318433.434877821 7346684.861747535, 1318433.434877821 7336684.861747535, 1328433.434877821 7336684.861747535))",ML
1223,"POLYGON ((1328433.434877821 7366684.861747535, 1328433.434877821 7376684.861747535, 1318433.434877821 7376684.861747535, 1318433.434877821 7366684.861747535, 1328433.434877821 7366684.861747535))",F
